Item UPC,Top 500,ID,UPC,Product ID,Warning
611443340112,299,40537,00611443340112,a5f2d0a0-c75b-11e0-bffd-005056957023,"Allergen watch.
We strive to reduce the risk of allergen reactions by specifying that our ingredients must not contain *milk, *eggs, *peanuts, *glutens, soy, tree nuts, fish, shellfish or corn. We do not Autolyze, hydrolyze, add or produce MSG.
*Allergen tested.
To review our allergen policies, visit www.kitchenbasics.net and discuss with your allergist.
Do not buy if opened or punctured.
Do not microwave this carton."
016000430549,300,24405,00016000430549,56ace770-a32e-11e0-8f14-005056957023,"Do not eat raw cake batter.
Contains wheat and milk ingredients."
029839005147,301,23385,00029839005147,60ed6ea0-ffed-11e0-9ca3-005056957023,"Allergen information: contains Eggs, Milk."
076808280098,303,93163,00076808280098,95f05050-a06d-11e2-bcae-005056ab0051,"Contains wheat ingredients.
This product is manufactured on equipment that processes products containing eggs."
016000427303,306,85134,00016000427303,2c43e3b0-6990-11e2-96a9-005056ab0051,Contains wheat; may contain milk ingredients.
013800151827,307,42405,00013800151827,b13c9dc0-bbb5-11e1-81c1-005056ab0051,"Contains: Milk, Soy, Wheat Ingredients."
014500005892,310,8241,00014500005892,21be5f60-a4f6-11e1-b291-005056ab0051,"Allergy Information: Contains Milk, Wheat."
051000025500,311,82010,00051000025500,562c0d80-453f-11e2-aaf6-005056ab0051,Caution: metal edges are sharp.
041196910858,313,55522,00041196910858,e9a39e71-b481-11e0-80b2-005056957023,"Contains wheat and egg ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
076808501087,320,91019,00076808501087,b894d6a0-8694-11e2-900e-005056ab0051,Contains wheat ingredients. This product is manufactured on equipment that processes products containing eggs.
044100234774,321,88760,00044100234774,7dc04370-7528-11e2-a37f-005056ab0051,Contains: milk.
013000798105,322,24912,00013000798105,66b16af0-908c-11e1-9505-005056ab0051,"Contains wheat, milk, soybeans.
Safety button. Reject if button is up."
041196010121,324,13558,00041196010121,39122200-b483-11e0-80b2-005056957023,"Contains wheat, egg and milk ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
051000075017,327,144,00051000075017,ff9b57e0-744d-11e1-a5ca-005056ab0051,Do not purchase if carton is open or torn.
031000109059,332,46142,00031000109059,c14cec50-b648-11e1-890f-005056ab0051,"Contains: Wheat, Milk, Soy."
041196011210,333,3269,00041196011210,0d1bd040-b9e9-11e0-abe3-005056957023,"Contains wheat, egg and soy ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
041196911169,334,13293,00041196911169,83fc8890-b47a-11e0-80b2-005056957023,"Contains Wheat, Egg and Soy ingredients.
Do not use if tab is lifted.
Caution: edges will be sharp."
042000871259,336,70068,00042000871259,d6026e50-0340-11e2-bbd3-005056ab0051,"Warning: to avoid danger of injury or suffocation, keep this plastic packaging away from babies and children."
076800000113,338,104693,00076800000113,70cac8b0-e7de-11e2-828a-005056ab0051,Contains: wheat
036200013694,339,16039,00036200013694,42841b40-58e3-11e1-8be4-005056957023,Reject is Button is Up.
019600045007,340,44663,00019600045007,bb0b3f70-a4e8-11e1-b291-005056ab0051,"Do not purchase if carton is open or torn.
Contains: wheat, soy, milk."
300875100691,342,80046,00300875100691,14e43be0-3b3a-11e2-9723-005056ab0051,"Warning: do not use a microwave oven to warm formula. Serious burns may result.
Failure to follow these instructions could result in severe harm. Once prepared, infant formula can spoil quickly. Either feed immediately or cover and store in refrigerator at 35-40 degrees F (2-4 degrees C) for no longer than 24 hours. Do not use prepared formula if it is unrefrigerated for more than a total of 2 hours. Do not freeze prepared formula. After feeding begins, use formula within one hour or discard."
051000024312,352,19536,00051000024312,51f57680-c2c2-11e0-910e-005056957023,Do no dilute.
041196010619,353,25230,00041196010619,696efd90-b480-11e0-80b2-005056957023,"Contains Wheat, Milk and Egg ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
013000798303,354,21481,00013000798303,59126060-909c-11e1-9505-005056ab0051,"Safety button.
Reject if button is up.
Contains wheat, milk, soybeans."
041196891027,360,44836,00041196891027,bbf9c750-5419-11e1-aec1-005056957023,"Contains wheat, soy, milk, sesame, egg and sunflower ingredients."
013800103420,361,39246,00013800103420,74e92e30-7d62-11df-b953-005056957023,"CONTAINS: MILK, SOY, WHEAT INGREDIENTS.
KEEP FROZEN."
054000200151,362,110375,00054000200151,b3a0e2f0-fa1c-11e2-a92d-005056ab0051,"Warning: to avoid danger of suffocation, keep this bag away from babies and children."
051000112859,365,1916,00051000112859,06e1d090-5beb-11e1-9a0e-005056957023,Caution: metal edges are sharp.
013800151704,367,15451,00013800151704,4031f390-bbac-11e1-81c1-005056ab0051,"Contains: Milk, Soy, Wheat Ingredients."
094514419618,368,66380,00094514419618,cfccdce0-6eae-11e1-93f0-005056ab0051,"Caution: eye irritant. Harmful if swallowed. See back panel.
Caution: keep out of reach of children. In case of eye contact, flush immediately with water. If swallowed, drink a glass of water. In either case, call a physician. Do not reuse this package for dispensing beverages or other liquids."
042000445177,372,30329,00042000445177,7e9de340-d4f8-11e1-9769-005056ab0051,"Warning: to avoid danger of injury or suffocation. Keep this plastic packaging away from babies and children.
Caution: improper microwave use can cause any paper product to burn. Observe precautions in the microwave oven owner's manual. In case of fire, turn microwave off and leave door closed. Since wet paper towels may occasionally transfer ink to some surfaces, use the unprinted side for best results. Use white Brawny paper towels for food preparation and microwave cooking."
086600000213,373,21904,00086600000213,5b581fd0-63e8-11e1-8d93-005056ab0051,"Contains: tuna, soy."
030000063545,375,79066,00030000063545,5455ce70-2f68-11e2-995d-005056ab0051,Contains Wheat ingredients.
041129020609,378,14318,00041129020609,3b05ddc0-9e09-11e1-a8b9-005056ab0051,Allergen Information: Contains Wheat ingredients and is manufactured in a facility that uses Eggs.
020735111024,380,19747,00020735111024,52df8e90-0701-11e1-9336-005056957023,Contains: Milk.
041196910643,382,59260,00041196910643,edf7d2d0-b480-11e0-80b2-005056957023,"Contains soy ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
029839007301,385,9207,00029839007301,260f39b0-fff4-11e0-9ca3-005056957023,Allergen information: contains milk.
051000000118,386,40040,00051000000118,a4f4b360-be0c-11e0-a1b1-005056957023,.
051000127679,387,30774,00051000127679,7ff58f50-c205-11e1-a981-005056ab0051,Do not purchase if carton is open or torn.
611443340211,388,42544,00611443340211,b13353f0-c75a-11e0-bffd-005056957023,"Do not microwave this carton.
Do not buy if opened or punctured.
Founder Paul Hamerly with VP of product development, Chef Ed Marlier.
We test!
Allergen watch.
We reduce the risk of allergen reactions by specifying that our ingredients must not contain *milk, *eggs, *peanuts, *glutens, soy, tree nuts, fish, shellfish or corn. We do not autolyze, hydrolyze, add or produce MSG.
*Each production run is tested for the absence of these allergens to 5ppm.
To review our allergen policies, visit www.kitchenbasics.net."
044600307701,389,72573,00044600307701,898daa90-13d9-11e2-a8f7-005056ab0051,"Keep out of reach of children.
Danger: corrosive.
First aid: if in eyes: hold eye open and rinse slowly and gently with water for 15-20 minutes. Remove contact lenses, if present, after the first 5 minutes, then continue rinsing eye. If on skin or clothing: take off contaminated clothing. Rinse skin immediately with plenty of water for 15-20 minutes. In either case, call a Poison Control Center or doctor immediately for treatment advice. See back panel for additional precautionary labeling.
Danger: corrosive. Causes irreversible eye damage and skin burns. Harmful if swallowed. Do not get in eyes, on skin or on clothing. Wear protective eyewear and rubber gloves when handling this product. Wash thoroughly with soap and water after handling and before eating, drinking, chewing gum, using tobacco or using the restroom. Avoid breathing vapors and use only in a well-ventilated area First Aid: If in eyes: hold eye open and rinse slowly and gently with water for 15-20 minutes. Remove contact lenses, if present, after the first 5 minutes, then continue rinsing eye. Call a Poison Control Center or doctor lot treatment advice.
If on skin or clothing: take off contaminated clothing. Rinse skin immediately with plenty of water for 15-20 minutes. 
Call a Poison Control Center or doctor for treatment advice. If swallowed: have person sip a glassful of water if able to swallow. Do not induce vomiting unless told to do so by a Poison Control Center or doctor. Do not give anything by mouth to an unconscious person. Note to physician: probable mucosal damage may contraindicate the use of gastric lavage. Call a Poison Control Center or doctor immediately for further treatment advice. Have the product container or label with you when calling a Poison Control Center or doctor, or going for treatment. Clorox information line: 1-800-292-2200. 
Physical or chemical hazards: product contains a strong oxidizer. Always flush drains before and after use. Do not use or mix with other household chemicals, such as toilet bowl cleaners, rust removers, acids or products containing ammonia. To do so will release hazardous, irritating gases. Prolonged contact with metal may cause pitting or discoloration. 
Environmental hazards: this product is toxic to fish, aquatic invertebrates, oysters and shrimp.
Storage and disposal: store away from children. Reclose cap tightly after each use. Store this product upright in a cool, dry area away from direct sunlight and heat to avoid deterioration. Nonrefillable container. Do not reuse or refill this container. Recycle empty container or discard in trash. Do not contaminate food or feed by storage and disposal of this product.
Contains no phosphorus.
Precautionary statements: hazards to humans and domestic animals."
611443340266,390,11091,00611443340266,2b81e7c0-c75b-11e0-bffd-005056957023,"Allergen Watch.
We strive to reduce the risk of allergen reactions by specifying that our ingredients must not contain *milk, *eggs, *peanuts, *glutens, soy, tree nuts, fish, shellfish or corn.
Contains sherry wine.
Contains chicken. We do not autolyze, hydrolyze, add or produce MSG.
*Allergen tested.
To review our allergen policies, visit www.kitchenbasics.net and discuss with your allergist."
300871367418,391,80052,00300871367418,411cb130-3b2e-11e2-9723-005056ab0051,"Warning: do not use a microwave oven to warm formula. Serious burns may result.
Failure to follow these instructions could result in severe harm. Opened cans and prepared formula can spoil quickly. Either feed immediately or cover and store in refrigerator at 35-40 degrees F (2-4 degrees C) for no longer than 48 hours. Do not use opened can and/or prepared formula if they are unrefrigerated for more than a total of 2 hours. Do not freeze prepared formula. After feeding begins, use formula within one hour or discard.
Storage: store unopened cans at room temperature.
Avoid excessive heat. Do not freeze."
051500730805,393,78895,00051500730805,2eede320-2536-11e2-b419-005056ab0051,"Contains milk, soybean and wheat ingredients."
036200002506,394,39102,00036200002506,a36b4e30-58e1-11e1-8be4-005056957023,Reject if Button is Up.
016000458307,395,36245,00016000458307,970737e0-50de-11e1-9b1c-005056957023,May contain milk ingredients.
035000446244,398,681,00035000446244,01f00c90-71f9-11e1-bae2-005056ab0051,"Do not use with chlorine bleach to avoid irritating fumes. Avoid contact with eyes. If product contacts eyes, rinse thoroughly with water. Do not use in automatic dishwashers."
013120012518,401,8998,00013120012518,254fe6b0-57eb-11e1-9b7e-005056957023,"Caution: Do not leave microwave unattended while cooking. Box is very hot! Carefully remove from microwave. Let fries cool briefly.
Contains soybeans."
043000010846,402,70676,00043000010846,0376bbc0-08d7-11e2-b874-005056ab0051,"Contains: milk.
**Phenylketonurics: contains phenylalanine."
038000845000,404,88851,00038000845000,6b7671b0-86a0-11e2-900e-005056ab0051,Contains wheat and milk ingredients.
070920474502,405,47433,00070920474502,c71cdcd0-de12-11e0-8c7c-005056957023,Contains: milk.
029839006885,406,45267,00029839006885,bdc2f9d0-ffff-11e0-9ca3-005056957023,Allergen information: contains milk.
019600052203,412,50257,00019600052203,d2ffb060-a4df-11e1-b291-005056ab0051,"Contains: Wheat, Milk, Soy, Eggs."
041000003011,416,50282,00041000003011,d098c4f0-d259-11e0-affb-005056957023,"Made in a facility that processes milk, egg, soy, wheat, and anchovies."
043695071160,419,51449,00043695071160,d7479f20-5f16-11e1-a6a8-005056957023,"Contains Wheat, Milk, Egg & Soy Ingredients."
051000060327,425,104650,00051000060327,57c21130-ee40-11e2-972f-005056ab0051,"Contains: wheat, soy, milk."
071300800669,426,105615,00071300800669,c9d957e0-ddcb-11e2-bcd6-005056ab0051,Allergen information: Contains wheat ingredients and is manufactured in a facility that uses eggs.
041129010037,427,38007,00041129010037,9ea51150-5996-11e1-9089-005056957023,"Allergen information:
Contains wheat ingredients and is manufactured in a facility that uses eggs."
031200210074,430,7047,00031200210074,1cefd8d0-bfa3-11e0-935b-005056957023,Safety cap: Only purchase this product if the cap and neckband are intact.
024000323204,431,12314,00024000323204,3392f5d0-c364-11e0-98a0-005056957023,"Contains: soy, milk, wheat."
042800005809,432,7613,00042800005809,1ec71590-6f86-11e1-a10c-005056ab0051,"Contains Wheat, Milk and Soy Ingredients.
Caution: Filling will be very hot! Wait until cool enough to eat."
031000101022,434,112688,00031000101022,356c07e0-0b6d-11e3-9b46-005056ab0051,"Contains: soy, wheat."
071300000861,438,5674,00071300000861,165b93e0-9e9d-11e1-a291-005056ab0051,Allergen Information: Contains Wheat ingredients and is manufactured in a facility that uses Eggs.
021000658831,439,47538,00021000658831,c5e8ea00-7d6c-11df-b953-005056957023,"CONTAINS: WHEAT, MILK."
071300000366,442,35476,00071300000366,946b6ae0-9e9c-11e1-a291-005056ab0051,Allergen Information: Contains Wheat ingredients and is manufactured in a facility that uses Eggs.
031200261076,443,138556,00031200261076,51878d00-bfa2-11e0-935b-005056957023,Safety cap: Only purchase this product if the cap and neckband are intact.
016000302006,445,84923,00016000302006,531fb230-6b2e-11e2-b25b-005056ab0051,"Contains wheat; may contain egg, milk and soy ingredients.
Do not eat raw pizza dough."
051000078742,446,42107,00051000078742,aff5c1f0-7450-11e1-a5ca-005056ab0051,Do not purchase if carton is open or torn.
020735110072,448,20939,00020735110072,57eea0c0-06fb-11e1-9336-005056957023,Contains: milk.
031200330147,451,126667,00031200330147,84a8ef50-4180-11e3-8c9f-005056ab0051,Use safety cap: only purchase this product If the cap and neckband are intact.
070475652400,452,137386,00070475652400,2d95f410-9347-11e3-acbb-005056ab0051,"Contains: Milk, wheat, soy."
029839007127,453,91744,00029839007127,bcbf9880-8c0e-11e2-9db3-005056ab0051,Allergen information: Contains milk.
041196911138,454,94901,00041196911138,bc6f9350-b1d7-11e2-aacd-005056ab0051,Contains wheat and egg ingredients.
038000001208,455,132028,00038000001208,3e5d1de0-667a-11e3-9c40-005056ab0051,Corn used in this product contains traces of soybeans.
031200220073,456,53722,00031200220073,e13d0f70-bfa1-11e0-935b-005056957023,Safety cap: Only purchase this product if the cap and neckband are intact.
044600307688,457,45173,00044600307688,bcc639c0-f1f3-11e1-9161-005056ab0051,"Keep out of reach of children.
Danger: corrosive.
First aid: if in eyes: hold eye open and rinse slowly and gently with water for 15-20 minutes. Remove contact lenses, if present, after the first 5 minutes, then continue rinsing eye. If on skin or clothing: take off contaminated clothing. Rinse skin immediately with plenty of water for 15-20 minutes. In either case, call a poison control center or doctor immediately for treatment advice. See back panel for additional precautionary labeling.
Precautionary statements: hazards to humans and domestic animals.
Danger: corrosive. Causes irreversible eye damage and skin burns. Harmful if swallowed. Do not get in eyes, on skin or on clothing. Wear protective eyewear and rubber gloves when handling this product. Wash thoroughly with soap and water after handling and before eating, drinking, chewing gum, using tobacco or using the restroom. Avoid breathing vapors and use only in a well-ventilated area. 
First aid: if in eyes: hold eye open and rinse slowly and gently with water for 15-20 minutes. Remove contact lenses, if present, after the first 5 minutes, then continue rinsing eye. Call a Poison Control Center or doctor for treatment advice. If on skin or clothing: take off contaminated clothing. Rinse skin immediately with plenty of water for 15-20 minutes. Call a Poison Control Center or doctor for treatment advice. If swallowed: have person sip a glassful of water if able to swallow. Do not induce vomiting unless told to do so by a Poison Control Center or doctor. Do not give anything by mouth to an unconscious person. Note to physician: probable mucosal damage may contraindicate the use of gastric lavage. Call a poison control center or doctor immediately for further treatment advice. Have product container or label with you when calling a poison control center or doctor, or going for treatment. Clorox information line: 1-800-292-2200. Physical or chemical hazards: product contains a strong oxidizer. Always flush drains before and after use. Do not use or mix with other household chemicals such as toilet bowl cleaners, rust removers, acids or products containing ammonia. To do so will release hazardous, irritating gases. Prolonged contact with metal may cause pitting or discoloration. Environmental hazards: this product is toxic to fish, aquatic invertebrates, oysters and shrimp."
086600000053,458,88592,00086600000053,ae92d120-755a-11e2-a37f-005056ab0051,"Contains: tuna, soy."
070920474496,459,32891,00070920474496,89624011-de12-11e0-8c7c-005056957023,Contains: milk.
042800005861,462,34590,00042800005861,90febd20-6f86-11e1-a10c-005056ab0051,"Contains Wheat, Milk and Soy Ingredients.
Caution: Filling will be very hot! wait until cool enough to eat."
041196910186,463,78142,00041196910186,c8be5f40-2200-11e2-b1de-005056ab0051,"Contains wheat, egg and soy ingredients.
Caution: edges will be sharp.
Do not use if tab is lifted."
043000002872,464,50621,00043000002872,d38a8210-71d8-11e1-bae2-005056ab0051,Contains: Milk.
013120010361,466,15395,00013120010361,31b16360-92cf-11e1-9bd9-005056ab0051,Contains soybeans.
094514419601,467,14454,00094514419601,3c441d40-6ead-11e1-93f0-005056ab0051,"Caution: eye irritant. Harmful if swallowed. See back panel.
Caution: keep out of reach of children. In case of eye contact, flush with water. If swallowed, drink a glass of water. In either case, call a physician. If on skin, rinse thoroughly with water."
072350000016,469,43178,00072350000016,e36a16a0-ccf5-11e1-a557-005056ab0051,"Contains: milk, soy."
077567265302,470,59013,00077567265302,f8aae850-70d5-11e0-b113-005056957023,*May contain almonds because Snickers&#174; are produced in a facility that also uses these nuts.
013562000043,474,1075,00013562000043,03f369a0-47a7-11e1-b4af-005056957023,"Contains Milk and Wheat ingredients.
Made on shared equipment that also processes Eggs and Soy."
046704098448,476,125723,00046704098448,69e2e980-4c9a-11e3-918a-005056ab0051,"Contains: Soy, wheat."
043000285329,478,27503,00043000285329,723b8640-5bd9-11e1-9a0e-005056957023,"Contains: Wheat, Soy."
014500005755,479,23836,00014500005755,63a228e0-a4f5-11e1-b291-005056ab0051,Allergy information: contains milk.
041196010510,483,33731,00041196010510,8d8e4c81-b881-11e0-975d-005056957023,"Do not use if tab is lifted.
Caution: edges will be sharp."
076808501063,484,93160,00076808501063,e067b690-9d3f-11e2-b0b3-005056ab0051,"Contains wheat ingredients.
This product is manufactured on equipment that processes products containing eggs."
076808515589,486,50327,00076808515589,d3d29260-42d7-11e1-a97b-005056957023,Contains Wheat and Egg ingredients.
076808280173,487,93162,00076808280173,6a9a2190-9d40-11e2-b0b3-005056ab0051,"Contains wheat ingredients.
This product is manufactured on equipment that processes products containing eggs."
029839007615,489,60367,00029839007615,fce9fb00-0003-11e1-9ca3-005056957023,"Allergen information: contains Milk, Pecans."
038900029708,490,54841,00038900029708,e6008bf0-0a93-11df-b4a8-005056957023,CAUTION: May contain pits or pit fragments.
041789001574,491,26609,00041789001574,6f1bf750-c75b-11e0-bffd-005056957023,"Contains: Wheat, Soy and Milk ingredients. 
Manufactured in a facility that also processes shellfish and fish products.
Caution: hot!
Handle with care especially when serving children.
Do not microwave."
020735110140,492,5953,00020735110140,18c22480-06fb-11e1-9336-005056957023,Contains: milk & pecans.
051000121141,495,36410,00051000121141,95ddd421-c757-11e0-bffd-005056957023,"Do not microwave in carton.
Do not purchase if open.
Do not use if seal is broken or torn."
031000101039,496,112745,00031000101039,2dc066b0-0e85-11e3-87a0-005056ab0051,"Contains: milk, soy, wheat."
052100002569,499,43080,00052100002569,b31aaff0-5ca7-11e1-a53e-005056957023,Do not use if quality seal is missing or broken.
076808517989,500,93159,00076808517989,a6a69c50-9d44-11e2-b0b3-005056ab0051,"Contains wheat ingredients.
This product is manufactured on equipment that processes products containing eggs."
